Code,Company,Market,Index,Price,SEDOL,ISIN,Exchange,Bloomberg,Tier,Currency,IndLoanRate,RepoRate,almRate,LCR,RWA,BorrowRate
PETQ,PETIQ INC CLASS A,US,Russell 2000,22.81,BDH65C8,US71639T1060,NASDAQ,PETQ:US,3,USD,0.14,0.19,0.08,0.01,0.16,0.21
FBM,FOUNDATION BUILDING MATERIALS INC,US,Russell 2000,12.52,BYXR306,US3503921062,New York Stock Exchange Inc.,FBM:US,3,USD,0.07,0.05,0.15,0.12,0.04,0.09
NWFL,NORWOOD FINANCIAL CORP,US,Russell 2000,29,2549233,US6695491075,NASDAQ,NWFL:US,3,USD,0.11,0.19,0.14,0.13,0.05,0.13
BOCH,BANK OF COMMERCE HOLDINGS,US,Russell 2000,10.6,B01KDQ5,US06424J1034,NASDAQ,BOCH:US,3,USD,0.09,0.06,0.12,0.04,0.1,0.18
GIFI,GULF ISLAND FABRICATION INC,US,Russell 2000,12.15,2412636,US4023071024,NASDAQ,GIFI:US,3,USD,0.21,0.05,0.09,0.21,0.07,0.05
NHTC,NATURAL HEALTH TRENDS CORP,US,Russell 2000,22.53,2490847,US63888P4063,NASDAQ,NHTC:US,3,USD,0.05,0.2,0.18,0.02,0.06,0.03
SIFI,SI FINANCIAL GROUP INC,US,Russell 2000,14.55,B43N9T5,US78425V1044,NASDAQ,SIFI:US,3,USD,0.08,0.12,0.16,0.09,0.12,0.11
SOI,SOLARIS OILFIELD INFRASTRUCTURE IN,US,Russell 2000,16.07,BD93QN5,US83418M1036,New York Stock Exchange Inc.,SOI:US,3,USD,0.02,0.07,0.01,0.01,0.22,0.12
QTM,QUANTUM CORP,US,Russell 2000,5.8,BF14BW4,US7479065010,New York Stock Exchange Inc.,QTM:US,3,USD,0.07,0.2,0.02,0.07,0.22,0.15
CLPR,CLIPPER REALTY INC,US,Russell 2000,10.81,BYPD5H3,US18885T3068,New York Stock Exchange Inc.,CLPR:US,3,USD,0.1,0.19,0.04,0.01,0.03,0.11
LXU,LSB INDUSTRIES INC,US,Russell 2000,7.26,2536882,US5021601043,New York Stock Exchange Inc.,LXU:US,3,USD,0.16,0.12,0.04,0.22,0.02,0.13
AVXL,ANAVEX LIFE SCIENCES CORP,US,Russell 2000,4.33,BYTYP72,US0327973006,NASDAQ,AVXL:US,3,USD,0.13,0.16,0.01,0.14,0.18,0.09
ARC,ARC DOCUMENT SOLUTIONS INC,US,Russell 2000,3.84,B6XSGQ0,US00191G1031,New York Stock Exchange Inc.,ARC:US,3,USD,0.06,0.2,0.05,0.09,0.06,0.2
AP,AMPCO PITTSBURGH CORP,US,Russell 2000,18.05,2031688,US0320371034,New York Stock Exchange Inc.,AP:US,3,USD,0.11,0.1,0.07,0.2,0.17,0.08
FATE,FATE THERAPEUTICS INC,US,Russell 2000,4.21,BCZS820,US31189P1021,NASDAQ,FATE:US,3,USD,0.04,0.16,0.14,0.1,0.11,0.17
SBCP,SUNSHINE BANCORP INC,US,Russell 2000,21.93,BP4WVZ8,US86777J1088,NASDAQ,SBCP:US,3,USD,0.09,0.04,0.2,0.04,0.17,0.02
VOXX,VOXX INTERNATIONAL CORP CLASS A,US,Russell 2000,8,B432Y19,US91829F1049,NASDAQ,VOXX:US,3,USD,0.03,0.22,0.07,0.03,0.02,0.2
ORN,ORION GROUP INC,US,Russell 2000,5.99,B1WTHL1,US68628V3087,New York Stock Exchange Inc.,ORN:US,3,USD,0.02,0.08,0.01,0.08,0.03,0.19
SLP,SIMULATIONS PLUS INC,US,Russell 2000,15.1,2122560,US8292141053,NASDAQ,SLP:US,3,USD,0.1,0.04,0.2,0.09,0.1,0.15
PKD,PARKER DRILLING,US,Russell 2000,1.2,2671460,US7010811013,New York Stock Exchange Inc.,PKD:US,3,USD,0.15,0.15,0.06,0.14,0.04,0.07
OOMA,OOMA INC,US,Russell 2000,9.75,BY7R2L6,US6834161019,New York Stock Exchange Inc.,OOMA:US,3,USD,0.03,0.11,0.04,0.21,0.06,0.15
TIPT,TIPTREE INC CLASS A,US,Russell 2000,6.3,BC30V41,US88822Q1031,NASDAQ,TIPT:US,3,USD,0.09,0.1,0.07,0.22,0.06,0.18
WAAS,AQUAVENTURE HOLDINGS LTD,US,Russell 2000,14.33,BYVZDC4,VGG0443N1078,New York Stock Exchange Inc.,WAAS:US,3,USD,0.16,0.22,0.17,0.09,0.2,0.05
HBP,HUTTIG BUILDING PRODUCTS INC,US,Russell 2000,6.65,2528027,US4484511047,NASDAQ,HBP:US,3,USD,0.08,0.12,0.04,0.13,0.13,0.03
HALL,HALLMARK FINANCIAL SERVICES INC,US,Russell 2000,11.45,B19HTB2,US40624Q2030,NASDAQ,HALL:US,3,USD,0.02,0.05,0.11,0.08,0.06,0.2
CUBN,COMMERCE UNION BANCSHARES INC,US,Russell 2000,22.95,B8BPRS6,US2008281014,NASDAQ,CUBN:US,3,USD,0.03,0.17,0.08,0.21,0.03,0.18
KIN,KINDRED BIOSCIENCES INC,US,Russell 2000,7.4,BH3XG40,US4945771099,NASDAQ,KIN:US,3,USD,0.03,0.19,0.09,0.04,0.11,0.02
MLVF,MALVERN BANCORP INC,US,Russell 2000,24.5,B86PXS3,US5614091032,NASDAQ,MLVF:US,3,USD,0.12,0.03,0.01,0.21,0.11,0.12
YEXT,YEXT INC,US,Russell 2000,12.99,BD8ZJW2,US98585N1063,New York Stock Exchange Inc.,YEXT:US,3,USD,0.19,0.18,0.07,0.12,0.18,0.13
CMT,CORE MOLDING TECHNOLOGIES INC,US,Russell 2000,21.77,2761123,US2186831002,Nyse Mkt Llc,CMT:US,3,USD,0.04,0.09,0.09,0.06,0.12,0.11
PTGX,PROTAGONIST THERAPEUTICS INC,US,Russell 2000,16.69,BDCBCD8,US74366E1029,NASDAQ,PTGX:US,3,USD,0.12,0.14,0.2,0.13,0.08,0.18
IVAC,INTEVAC INC,US,Russell 2000,8.5,2475811,US4611481080,NASDAQ,IVAC:US,3,USD,0.09,0.05,0.15,0.01,0.22,0.09
SBBP,STRONGBRIDGE BIOPHARMA,US,Russell 2000,7.25,BYZ5XL9,IE00BYZ5XL97,NASDAQ,SBBP:US,3,USD,0.19,0.12,0.22,0.14,0.09,0.11
PCYG,PARK CITY GROUP INC,US,Russell 2000,12.15,B1BQMW9,US7002153044,NASDAQ,PCYG:US,3,USD,0.21,0.06,0.03,0.11,0.02,0.08
LQDT,LIQUIDITY SERVICES INC,US,Russell 2000,5.75,B0ZN8Z4,US53635B1070,NASDAQ,LQDT:US,3,USD,0.18,0.02,0.05,0.09,0.05,0.18
SPWH,SPORTSMANS WAREHOUSE HOLDINGS INC,US,Russell 2000,4.3,BLM7DY0,US84920Y1064,NASDAQ,SPWH:US,3,USD,0.11,0.17,0.13,0.01,0.03,0.18
LE,LAND END INC,US,Russell 2000,11.7,BKWQKM7,US51509F1057,NASDAQ,LE:US,3,USD,0.19,0.05,0.16,0.03,0.18,0.02
LLEX,LILIS ENERGY INC,US,Russell 2000,3.66,BDFB7S5,US5324032011,Nyse Mkt Llc,LLEX:US,3,USD,0.03,0.01,0.11,0.08,0.09,0.19
PMBC,PACIFIC MERCANTILE BANCORP,US,Russell 2000,8.95,2620473,US6945521002,NASDAQ,PMBC:US,3,USD,0.14,0.14,0.1,0.01,0.12,0.12
SBOW,SILVERBOW RESOURCES INC,US,Russell 2000,22.4,BDGKSC2,US82836G1022,New York Stock Exchange Inc.,SBOW:US,3,USD,0.08,0.06,0.01,0.13,0.06,0.1
CLSD,CLEARSIDE BIOMEDICAL INC,US,Russell 2000,7.56,BZ6VT37,US1850631045,NASDAQ,CLSD:US,3,USD,0.13,0.21,0.15,0.13,0.13,0.03
RST,ROSETTA STONE INC,US,Russell 2000,9.2,B3VVMW8,US7777801074,New York Stock Exchange Inc.,RST:US,3,USD,0.21,0.16,0.1,0.14,0.08,0.15
RYI,RYERSON HOLDING CORP,US,Russell 2000,9.55,B3TPPZ6,US7837541041,New York Stock Exchange Inc.,RYI:US,3,USD,0.18,0.02,0.02,0.2,0.16,0.21
BGFV,BIG SPORTING GOODS CORP,US,Russell 2000,7.4,2958646,US08915P1012,NASDAQ,BGFV:US,3,USD,0.2,0.03,0.04,0.04,0.01,0.07
RVSB,RIVERVIEW BANCORP INC,US,Russell 2000,7.94,2117920,US7693971001,NASDAQ,RVSB:US,3,USD,0.14,0.02,0.18,0.14,0.07,0.17
XBKS,XENITH BANKSHARES INC,US,Russell 2000,29.96,BDDWBG6,US9841022026,NASDAQ,XBKS:US,3,USD,0.05,0.02,0.01,0.15,0.1,0.13
UPLD,UPLAND SOFTWARE INC,US,Russell 2000,20.97,BS7K7H4,US91544A1097,NASDAQ,UPLD:US,3,USD,0.07,0.14,0.07,0.05,0.1,0.16
AVID,AVID TECHNOLOGY INC,US,Russell 2000,4.43,2065870,US05367P1003,NASDAQ,AVID:US,3,USD,0.01,0.13,0.2,0.19,0.07,0.22
NM,NAVIOS MARITIME INC,US,Russell 2000,1.68,B0JT2G7,MHY621961033,New York Stock Exchange Inc.,NM:US,3,USD,0.06,0.07,0.2,0.17,0.14,0.05
GNCA,GENOCEA BIOSCIENCES INC,US,Russell 2000,5.26,BJ8S1B6,US3724271040,NASDAQ,GNCA:US,3,USD,0.04,0.05,0.18,0.03,0.19,0.04
TLYS,TILLYS INC CLASS A,US,Russell 2000,11.64,B7TN3D2,US8868851028,New York Stock Exchange Inc.,TLYS:US,3,USD,0.07,0.09,0.18,0.04,0.09,0.07
TWIN,TWIN DISC INC,US,Russell 2000,17.98,2908685,US9014761012,NASDAQ,TWIN:US,3,USD,0.19,0.15,0.05,0.14,0.08,0.14
AMBR,AMBER ROAD INC,US,Russell 2000,7.4,BKM4LW8,US02318Y1082,New York Stock Exchange Inc.,AMBR:US,3,USD,0.01,0.05,0.15,0.05,0.14,0.06
CEMP,CEMPRA INC,US,Russell 2000,3.15,B73B6X3,US15130J1097,NASDAQ,CEMP:US,3,USD,0.05,0.17,0.2,0.21,0.15,0.14
ENFC,ENTEGRA FINANCIAL CORP,US,Russell 2000,24.05,BRBC4C3,US29363J1088,NASDAQ,ENFC:US,3,USD,0.11,0.16,0.18,0.14,0.17,0.05
DGICA,DONEGAL GROUP INC CLASS A,US,Russell 2000,15.44,2752730,US2577012014,NASDAQ,DGICA:US,3,USD,0.13,0.12,0.09,0.02,0.01,0.16
CFMS,CONFORMIS INC,US,Russell 2000,3.51,BYP4YB3,US20717E1010,NASDAQ,CFMS:US,3,USD,0.06,0.21,0.1,0.07,0.13,0.09
LAWS,LAWSON PRODUCTS INC,US,Russell 2000,23.35,2508126,US5207761058,NASDAQ,LAWS:US,3,USD,0.22,0.17,0.18,0.02,0.06,0.14
CSTR,CAPSTAR FINANCIAL HOLDINGS INC,US,Russell 2000,17.49,BYYBSJ1,US14070T1025,NASDAQ,CSTR:US,3,USD,0.03,0.12,0.01,0.21,0.22,0.16
FLDM,FLUIDIGM CORP,US,Russell 2000,4.96,B3D32T9,US34385P1084,NASDAQ,FLDM:US,3,USD,0.21,0.13,0.22,0.03,0.07,0.12
FBIO,FORTRESS BIOTECH INC,US,Russell 2000,4.45,BWT3FG4,US34960Q1094,NASDAQ,FBIO:US,3,USD,0.15,0.03,0.01,0.03,0.07,0.05
CNTY,CENTURY CASINOS INC,US,Russell 2000,6.76,2022239,US1564921005,NASDAQ,CNTY:US,3,USD,0.08,0.1,0.19,0.17,0.17,0.06
IESC,IES INC,US,Russell 2000,17,BD978B9,US44951W1062,NASDAQ,IESC:US,3,USD,0.06,0.03,0.14,0.22,0.08,0.21
PBIP,PRUDENTIAL BANCORP INC,US,Russell 2000,18.24,BFNYRJ1,US74431A1016,NASDAQ,PBIP:US,3,USD,0.06,0.01,0.12,0.06,0.14,0.22
ARA,AMERICAN RENAL ASSOCIATES HOLDINGS,US,Russell 2000,14.57,BYTP3G0,US0292271055,New York Stock Exchange Inc.,ARA:US,3,USD,0.12,0.02,0.16,0.21,0.14,0.01
SB,SAFE BULKERS INC,US,Russell 2000,3.03,B39GTS0,MHY7388L1039,New York Stock Exchange Inc.,SB:US,3,USD,0.13,0.18,0.14,0.19,0.13,0.09
EML,EASTERN,US,Russell 2000,26.5,2300087,US2763171046,NASDAQ,EML:US,3,USD,0.21,0.18,0.04,0.02,0.05,0.03
CLAR,CLARUS CORP,US,Russell 2000,7.1,BF5QHG2,US18270P1093,NASDAQ,CLAR:US,3,USD,0.08,0.22,0.19,0.11,0.13,0.11
UNTY,UNITY BANCORP INC,US,Russell 2000,18.8,2083968,US9132901029,NASDAQ,UNTY:US,3,USD,0.22,0.02,0.09,0.04,0.15,0.21
WG,WILLBROS GROUP INC,US,Russell 2000,2.96,B4WX361,US9692031084,New York Stock Exchange Inc.,WG:US,3,USD,0.19,0.21,0.07,0.08,0.19,0.2
WTTR,SELECT ENERGY SERVICES INC CLASS A,US,Russell 2000,15.83,BDHSLL5,US81617J3014,New York Stock Exchange Inc.,WTTR:US,3,USD,0.16,0.22,0.15,0.06,0.04,0.15
GENC,GENCOR INDUSTRIES INC,US,Russell 2000,16.75,2575045,US3686781085,NASDAQ,GENC:US,3,USD,0.16,0.13,0.02,0.21,0.02,0.01
BLBD,BLUE BIRD CORP,US,Russell 2000,18.45,BW0FQV1,US0953061068,NASDAQ,BLBD:US,3,USD,0.11,0.05,0.21,0.07,0.07,0.17
CNAT,CONATUS PHARMACEUTICALS INC,US,Russell 2000,5.6,BC9SJX4,US20600T1088,NASDAQ,CNAT:US,3,USD,0.04,0.17,0.19,0.09,0.15,0.08
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,US,Russell 2000,4,B0P01M3,US18451C1099,New York Stock Exchange Inc.,CCO:US,3,USD,0.17,0.14,0.22,0.06,0.13,0.06
ITI,ITERIS INC,US,Russell 2000,6.14,B0421J7,US46564T1079,NASDAQ,ITI:US,3,USD,0.04,0.09,0.21,0.01,0.11,0.14
CRVS,CORVUS PHARMACEUTICALS INC,US,Russell 2000,16.85,BYP80F1,US2210151005,NASDAQ,CRVS:US,3,USD,0.17,0.19,0.21,0.19,0.2,0.22
ICBK,COUNTY BANCORP INC,US,Russell 2000,30.5,BVB39D0,US2219071089,NASDAQ,ICBK:US,3,USD,0.09,0.12,0.02,0.22,0.15,0.15
PXLW,PIXELWORKS INC,US,Russell 2000,4.97,2591063,US72581M3051,NASDAQ,PXLW:US,3,USD,0.21,0.15,0.01,0.02,0.02,0.18
CLFD,CLEARFIELD INC,US,Russell 2000,12.4,2002059,US18482P1030,NASDAQ,CLFD:US,3,USD,0.1,0.16,0.06,0.19,0.12,0.15
AMRC,AMERESCO INC CLASS A,US,Russell 2000,7.65,B3SWPT2,US02361E1082,New York Stock Exchange Inc.,AMRC:US,3,USD,0.17,0.04,0.04,0.14,0.02,0.04
PEBK,PEOPLES BANCORP OF NORTH CAROLINA,US,Russell 2000,33.65,2620503,US7105771072,NASDAQ,PEBK:US,3,USD,0.14,0.09,0.18,0.04,0.18,0.19
LPG,DORIAN LPG LTD,US,Russell 2000,7.42,BM4QJF5,MHY2106R1100,New York Stock Exchange Inc.,LPG:US,3,USD,0.03,0.03,0.05,0.13,0.06,0.15
OCUL,OCULAR THERAPEUTIX INC,US,Russell 2000,6.2,BNZB1X8,US67576A1007,NASDAQ,OCUL:US,3,USD,0.2,0.15,0.07,0.03,0.08,0.21
TPHS,TRINITY PLACE HOLDINGS INC,US,Russell 2000,6.91,B8946X3,US89656D1019,Nyse Mkt Llc,TPHS:US,3,USD,0.07,0.06,0.14,0.22,0.02,0.19
BY,BYLINE BANCORP INC,US,Russell 2000,20.63,BD5G2C9,US1244111092,New York Stock Exchange Inc.,BY:US,3,USD,0.12,0.02,0.09,0.07,0.04,0.21
PHIIK,PETROLEUM HELICOPTERS NON VOTING I,US,Russell 2000,11.95,2684413,US69336T2050,NASDAQ,PHIIK:US,3,USD,0.03,0.2,0.12,0.07,0.16,0.13
ESSA,ESSA BANCORP INC,US,Russell 2000,15,B1VXG40,US29667D1046,NASDAQ,ESSA:US,3,USD,0.1,0.18,0.19,0.04,0.13,0.14
TRVN,TREVENA INC,US,Russell 2000,2.47,BGDW0N7,US89532E1091,NASDAQ,TRVN:US,3,USD,0.17,0.22,0.17,0.04,0.18,0.14
CRDB,CRAWFORD CLASS B,US,Russell 2000,11.03,2232072,US2246331076,New York Stock Exchange Inc.,CRDB:US,3,USD,0.07,0.21,0.13,0.13,0.09,0.12
KINS,KINGSTONE COMPANIES INC,US,Russell 2000,15.15,B02NVQ9,US4967191051,NASDAQ,KINS:US,3,USD,0.18,0.01,0.16,0.08,0.18,0.03
IMH,IMPAC MORTGAGE HOLDINGS INC,US,Russell 2000,13.05,2447412,US45254P5089,Nyse Mkt Llc,IMH:US,3,USD,0.06,0.17,0.19,0.05,0.17,0.16
TCFC,COMMUNITY FINANCIAL CORP,US,Russell 2000,35.12,BFTHC55,US20368X1019,NASDAQ,TCFC:US,3,USD,0.01,0.02,0.12,0.03,0.1,0.13
ESCA,ESCALADE INC,US,Russell 2000,13.15,2321561,US2960561049,NASDAQ,ESCA:US,3,USD,0.22,0.02,0.03,0.2,0.05,0.2
HOME,AT HOME GROUP INC,US,Russell 2000,22.37,BDCHR42,US04650Y1001,New York Stock Exchange Inc.,HOME:US,3,USD,0.03,0.06,0.19,0.13,0.21,0.01
OVBC,OHIO VALLEY BANC CORP,US,Russell 2000,33.3,2549136,US6777191064,NASDAQ,OVBC:US,3,USD,0.1,0.05,0.06,0.11,0.13,0.05
FFNW,FIRST FINANCIAL NORTHWEST INC,US,Russell 2000,16.24,B28FZ94,US32022K1025,NASDAQ,FFNW:US,3,USD,0.17,0.12,0.08,0.17,0.05,0.2
GBL,GAMCO INVESTORS INC CLASS A,US,Russell 2000,28.13,2386827,US3614381040,New York Stock Exchange Inc.,GBL:US,3,USD,0.2,0.03,0.14,0.2,0.14,0.17
SND,SMART SAND INC,US,Russell 2000,6.42,BYXM5L6,US83191H1077,NASDAQ,SND:US,3,USD,0.11,0.08,0.16,0.19,0.01,0.19
RLH,RED LION HOTELS CORP,US,Russell 2000,7.65,2232737,US7567641060,New York Stock Exchange Inc.,RLH:US,3,USD,0.1,0.18,0.08,0.16,0.17,0.08
CASC,CASCADIAN THERAPEUTICS INC,US,Russell 2000,3.88,BD38K34,US14740B6065,NASDAQ,CASC:US,3,USD,0.2,0.21,0.19,0.08,0.05,0.07
TRCB,TWO RIVER BANCORP,US,Russell 2000,18.56,BBW6079,US90207C1053,NASDAQ,TRCB:US,3,USD,0.05,0.16,0.22,0.08,0.19,0.18
KODK,EASTMAN KODAK,US,Russell 2000,8,BDZDSJ9,US2774614067,New York Stock Exchange Inc.,KODK:US,3,USD,0.01,0.17,0.17,0.16,0.11,0.16
NWHM,NEW HOME INC,US,Russell 2000,10.36,BJFSR55,US6453701079,New York Stock Exchange Inc.,NWHM:US,3,USD,0.12,0.06,0.06,0.03,0.17,0.19
DOVA,DOVA PHARMACEUTICALS INC,US,Russell 2000,25.83,BD6NYF6,US25985T1025,NASDAQ,DOVA:US,3,USD,0.17,0.04,0.19,0.2,0.1,0.03
GMRE,GLOBAL MEDICAL REIT INC,US,Russell 2000,8.6,BSNMBW7,US37954A2042,New York Stock Exchange Inc.,GMRE:US,3,USD,0.18,0.19,0.2,0.01,0.08,0.19
PROV,PROVIDENT FINANCIAL HOLDINGS INC,US,Russell 2000,19.71,2136055,US7438681014,NASDAQ,PROV:US,3,USD,0.08,0.18,0.12,0.09,0.15,0.08
PCMI,PCM INC,US,Russell 2000,13,2203722,US69323K1007,NASDAQ,PCMI:US,3,USD,0.01,0.14,0.02,0.1,0.21,0.13
ATNX,ATHENEX INC,US,Russell 2000,17.42,BF04FC3,US04685N1037,NASDAQ,ATNX:US,3,USD,0.16,0.07,0.1,0.11,0.08,0.2
SHLO,SHILOH INDUSTRIES INC,US,Russell 2000,9.15,2804556,US8245431023,NASDAQ,SHLO:US,3,USD,0.12,0.16,0.21,0.22,0.05,0.01
JAX,J ALEXANDERS HOLDINGS INC,US,Russell 2000,9.9,BYQD7L0,US46609J1060,New York Stock Exchange Inc.,JAX:US,3,USD,0.11,0.17,0.01,0.04,0.13,0.05
BBW,BUILD A BEAR WORKSHOP INC,US,Russell 2000,9,B034L50,US1200761047,New York Stock Exchange Inc.,BBW:US,3,USD,0.12,0.13,0.05,0.09,0.22,0.2
RNWK,REALNETWORKS INC,US,Russell 2000,4.61,B6YRFT2,US75605L7082,NASDAQ,RNWK:US,3,USD,0.05,0.03,0.06,0.19,0.15,0.02
CVRS,CORINDUS VASCULAR ROBOTICS INC,US,Russell 2000,1.48,BQH7VB3,US2187301096,Nyse Mkt Llc,CVRS:US,3,USD,0.21,0.19,0.12,0.03,0.18,0.15
AAC,AAC HLDG INC,US,Russell 2000,10.2,BQZJBY4,US0003071083,New York Stock Exchange Inc.,AAC:US,3,USD,0.19,0.18,0.01,0.2,0.09,0.14
PLSE,PULSE BIOSCIENCES INC,US,Russell 2000,15,BD02SG8,US74587B1017,NASDAQ,PLSE:US,3,USD,0.01,0.14,0.03,0.01,0.22,0.13
TUSK,MAMMOTH ENERGY SERVICES INC,US,Russell 2000,15.14,BDBFK59,US56155L1089,NASDAQ,TUSK:US,3,USD,0.14,0.07,0.15,0.14,0.16,0.08
UBFO,UNITED SECURITY BANCSHARES,US,Russell 2000,9.65,2714569,US9114601035,NASDAQ,UBFO:US,3,USD,0.22,0.14,0.06,0.22,0.17,0.14
CHMG,CHEMUNG FINANCIAL CORP,US,Russell 2000,40.6,2190921,US1640241014,NASDAQ,CHMG:US,3,USD,0.04,0.04,0.21,0.14,0.09,0.12
JILL,J JILL INC,US,Russell 2000,10.56,BDZTVB0,US46620W1027,New York Stock Exchange Inc.,JILL:US,3,USD,0.07,0.18,0.13,0.02,0.04,0.21
RT,RUBY TUESDAY INC,US,Russell 2000,2.07,2757616,US7811821005,New York Stock Exchange Inc.,RT:US,3,USD,0.09,0.13,0.01,0.2,0.02,0.13
EARN,ELLINGTON RESIDENTIAL MORTGAGE REI,US,Russell 2000,14.68,B8XB4X6,US2885781078,New York Stock Exchange Inc.,EARN:US,3,USD,0.16,0.04,0.18,0.22,0.12,0.12
ASCMA,ASCENT CAPITAL GROUP INC SERIES A,US,Russell 2000,10.98,B3D6PB1,US0436321089,NASDAQ,ASCMA:US,3,USD,0.03,0.21,0.14,0.15,0.08,0.12
PCYO,PURE CYCLE CORP,US,Russell 2000,7.25,B00YZY0,US7462283034,NASDAQ,PCYO:US,3,USD,0.13,0.06,0.2,0.22,0.03,0.04
KEG,KEY ENERGY SERVICES INC,US,Russell 2000,11.96,BYXLVY8,US49309J1034,New York Stock Exchange Inc.,KEG:US,3,USD,0.08,0.03,0.06,0.07,0.12,0.03
GST,GASTAR EXPLORATION INC,US,Russell 2000,0.69,BJFZZ29,US36729W2026,Nyse Mkt Llc,GST:US,3,USD,0.05,0.11,0.22,0.04,0.13,0.14
BCBP,BCB BANCORP INC,US,Russell 2000,12.75,2848253,US0552981039,NASDAQ,BCBP:US,3,USD,0.19,0.01,0.02,0.02,0.18,0.1
AREX,APPROACH RESOURCES INC,US,Russell 2000,2.7,B28RSK2,US03834A1034,NASDAQ,AREX:US,3,USD,0.17,0.14,0.21,0.1,0.16,0.11
ICD,INDEPENDENCE CONTRACT DRILLING INC,US,Russell 2000,3.42,BPRCHP7,US4534153097,New York Stock Exchange Inc.,ICD:US,3,USD,0.17,0.12,0.06,0.16,0.03,0.21
MPX,MARINE PRODUCTS CORP,US,Russell 2000,15.52,2737102,US5684271084,New York Stock Exchange Inc.,MPX:US,3,USD,0.17,0.08,0.03,0.05,0.03,0.18
EPE,EP ENERGY CORP CLASS A,US,Russell 2000,3.01,BJ04CK8,US2687851020,New York Stock Exchange Inc.,EPE:US,3,USD,0.22,0.2,0.2,0.13,0.18,0.07
ASBB,ASB BANCORP INC,US,Russell 2000,44.05,B57HPJ2,US00213T1097,NASDAQ,ASBB:US,3,USD,0.08,0.19,0.07,0.17,0.22,0.02
HIVE,AEROHIVE NETWORKS INC,US,Russell 2000,3.8,BKWP6W6,US0077861062,New York Stock Exchange Inc.,HIVE:US,3,USD,0.01,0.22,0.18,0.19,0.09,0.05
XONE,EXONE,US,Russell 2000,10.5,B8BWT69,US3021041047,NASDAQ,XONE:US,3,USD,0.14,0.1,0.12,0.2,0.09,0.16
BGSF,BG STAFFING INC,US,Russell 2000,17.13,BKX6MK8,US05544A1097,Nyse Mkt Llc,BGSF:US,3,USD,0.05,0.13,0.14,0.2,0.09,0.17
VERI,VERITONE INC,US,Russell 2000,46.2,BD6R102,US92347M1009,NASDAQ,VERI:US,3,USD,0.09,0.06,0.22,0.19,0.07,0.21
III,INFORMATION SERVICES GROUP INC,US,Russell 2000,3.68,B1R0CV4,US45675Y1047,NASDAQ,III:US,3,USD,0.12,0.17,0.21,0.08,0.11,0.14
QTNT,QUOTIENT LTD,US,Russell 2000,4.35,BLG2ZQ7,JE00BLG2ZQ72,NASDAQ,QTNT:US,3,USD,0.18,0.2,0.01,0.2,0.11,0.19
FOGO,FOGO DE CHAO INC,US,Russell 2000,12.3,BZ0D2P2,US3441771009,NASDAQ,FOGO:US,3,USD,0.09,0.2,0.09,0.12,0.2,0.06
SNNA,SIENNA BIOPHARMACEUTICALS INC,US,Russell 2000,23.22,BF1BKK6,US82622H1086,NASDAQ,SNNA:US,3,USD,0.2,0.22,0.14,0.21,0.01,0.18
OSG,OVERSEAS SHIPHOLDING GROUP INC CLA,US,Russell 2000,2.55,BYZPKW9,US69036R8631,New York Stock Exchange Inc.,OSG:US,3,USD,0.03,0.08,0.17,0.06,0.05,0.21
ROX,CASTLE BRANDS INC,US,Russell 2000,1.31,B0VLM61,US1484351002,Nyse Mkt Llc,ROX:US,3,USD,0.22,0.06,0.21,0.02,0.08,0.05
REPH,RECRO PHARMA INC,US,Russell 2000,8.35,BJ35BP6,US75629F1093,NASDAQ,REPH:US,3,USD,0.05,0.03,0.16,0.07,0.08,0.07
SQBG,SEQUENTIAL BRANDS GROUP INC,US,Russell 2000,2.86,BZ3G9B3,US81734P1075,NASDAQ,SQBG:US,3,USD,0.05,0.21,0.13,0.19,0.07,0.05
NATR,NATURES SUNSHINE PRODUCTS INC,US,Russell 2000,10.65,2627816,US6390271012,NASDAQ,NATR:US,3,USD,0.09,0.21,0.11,0.22,0.01,0.08
VSI,VITAMIN SHOPPE INC,US,Russell 2000,5.3,B55C7L5,US92849E1010,New York Stock Exchange Inc.,VSI:US,3,USD,0.03,0.19,0.09,0.08,0.1,0.14
SRT,STARTEK INC,US,Russell 2000,11.3,2022585,US85569C1071,New York Stock Exchange Inc.,SRT:US,3,USD,0.17,0.06,0.06,0.04,0.08,0.04
DHX,DHI GROUP INC,US,Russell 2000,2.1,BWX70S9,US23331S1006,New York Stock Exchange Inc.,DHX:US,3,USD,0.11,0.15,0.08,0.06,0.05,0.2
MBCN,MIDDLEFIELD BANC CORP,US,Russell 2000,43.1,2381543,US5963042040,NASDAQ,MBCN:US,3,USD,0.14,0.08,0.17,0.19,0.11,0.22
TIS,ORCHIDS PAPER PRODUCTS,US,Russell 2000,12.57,B0CMBD3,US68572N1046,Nyse Mkt Llc,TIS:US,3,USD,0.1,0.2,0.17,0.11,0.17,0.01
AQMS,AQUA METALS INC,US,Russell 2000,6.38,BYX05K9,US03837J1016,NASDAQ,AQMS:US,3,USD,0.07,0.14,0.13,0.21,0.07,0.1
PKBK,PARKE BANCORP INC,US,Russell 2000,19.2,2095145,US7008851062,NASDAQ,PKBK:US,3,USD,0.01,0.06,0.1,0.13,0.03,0.2
